GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
46227979,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,192,192,19,4,-9.5,7,1,7,3.79464285714286,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,20130203,unspecified
46228333,20030413,200304,2003,2003.2822,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQGOV,IRAQ,IRQ,,,,,GOV,,,1,060,060,06,2,6.0,4,1,4,4.90566037735849,4,"Damascus, Dimashq, Syria",SY,SY13,33.5,36.3,-2541260,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46227949,20030413,200304,2003,2003.2822,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,141,141,14,3,-6.5,10,1,10,5.45859348925051,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46228449,20030413,200304,2003,2003.2822,USAGOVMIL,UNITED STATES,USA,,,,,GOV,MIL,,IRQ,IRAQI,IRQ,,,,,,,,0,112,112,11,3,-2.0,2,1,2,5.75692963752665,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46227871,20030413,200304,2003,2003.2822,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,042,042,04,1,1.9,6,1,6,4.37017994858612,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46228335,20030413,200304,2003,2003.2822,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQGOV,IRAQ,IRQ,,,,,GOV,,,1,060,060,06,2,6.0,5,1,5,4.90566037735849,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46227868,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,042,042,04,1,1.9,1,1,1,4.37017994858612,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46227917,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,080,080,08,2,5.0,3,1,3,4.75880052151239,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46228464,20030413,200304,2003,2003.2822,USAMED,AMERICAN,USA,,,,,MED,,,IRQ,IRAQI,IRQ,,,,,,,,0,010,010,01,1,0.0,6,1,6,5.72349858927852,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
46228320,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,0,040,040,04,1,1.0,4,2,4,6.91950806392224,1,United States,US,US,38.0,-97.0,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
46228340,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQOPP,IRAQI,IRQ,,,,,OPP,,,0,040,040,04,1,1.0,8,2,8,6.91950806392224,1,United States,US,US,38.0,-97.0,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
46228509,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,043,043,04,1,2.8,7,1,7,6.72371638141809,2,"Texas, United States",US,USTX,31.106,-97.6475,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,2,"Texas, United States",US,USTX,31.106,-97.6475,0,20130203,unspecified
46228516,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,046,046,04,1,7.0,6,1,6,6.72371638141809,2,"Texas, United States",US,USTX,31.106,-97.6475,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,2,"Texas, United States",US,USTX,31.106,-97.6475,0,20130203,unspecified
46228453,20030413,200304,2003,2003.2822,USALEG,THE US,USA,,,,,LEG,,,IRQ,IRAQ,IRQ,,,,,,,,0,051,051,05,1,3.4,7,1,7,6.58682634730539,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228321,20030413,200304,2003,2003.2822,USAGOV,BUSH ADMINISTRATION,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,1,042,042,04,1,1.9,17,2,17,6.37358547022412,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227895,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,051,051,05,1,3.4,5,1,5,6.58682634730539,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227991,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQELIGOV,SADDAM HUSSEIN,IRQ,,,,,ELI,GOV,,1,051,051,05,1,3.4,2,1,2,6.58682634730539,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227939,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,120,120,12,3,-4.0,4,2,4,6.38482870625728,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227898,20030413,200304,2003,2003.2822,USA,AMERICAN,USA,,,,,,,,IRQ,BAGHDAD,IRQ,,,,,,,,1,060,060,06,2,6.0,7,1,7,6.56205420827389,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227820,20030413,200304,2003,2003.2822,USA,AMERICAN,USA,,,,,,,,IRQ,BAGHDAD,IRQ,,,,,,,,1,010,010,01,1,0.0,3,2,3,6.4485403771118,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227826,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,0,010,010,01,1,0.0,8,1,8,6.40904806786051,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228555,20030413,200304,2003,2003.2822,USAMILGOVMIL,DONALD RUMSFELD,USA,,,,,MIL,GOV,MIL,IRQ,IRAQI,IRQ,,,,,,,,0,112,112,11,3,-2.0,6,1,6,4.49172576832151,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228326,20030413,200304,2003,2003.2822,USAGOV,COLIN POWELL,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,090,090,09,2,-2.0,9,2,9,6.3635914826391,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227835,20030413,200304,2003,2003.2822,USA,NEW YORK,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,010,010,01,1,0.0,19,3,19,6.54329449278779,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228454,20030413,200304,2003,2003.2822,USALEG,THE US,USA,,,,,LEG,,,IRQ,IRAQ,IRQ,,,,,,,,0,051,051,05,1,3.4,2,1,2,6.58682634730539,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228003,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQGOV,IRAQ,IRQ,,,,,GOV,,,1,112,112,11,3,-2.0,3,1,3,4.55580865603645,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227941,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,120,120,12,3,-4.0,6,2,6,6.38482870625727,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46228324,20030413,200304,2003,2003.2822,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,0,051,051,05,1,3.4,7,1,7,6.58682634730539,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227940,20030413,200304,2003,2003.2822,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,120,120,12,3,-4.0,3,2,3,6.32111703540275,1,Germany,GM,GM,51.0,9.0,0,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227830,20030413,200304,2003,2003.2822,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,010,010,01,1,0.0,3,2,3,6.32111703540275,1,Germany,GM,GM,51.0,9.0,0,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227965,20030413,200304,2003,2003.2822,USA,A US,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,190,190,19,4,-10.0,2,1,2,4.1726618705036,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227846,20030413,200304,2003,2003.2822,USA,NEW YORK,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,020,020,02,1,3.0,9,1,9,6.71936758893281,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227997,20030413,200304,2003,2003.2822,USA,WASHINGTON,USA,,,,,,,,IRQGOV,IRAQI,IRQ,,,,,GOV,,,0,010,010,01,1,0.0,10,1,10,6.40904806786051,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227966,20030413,200304,2003,2003.2822,USA,A US,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,190,190,19,4,-10.0,2,1,2,4.1726618705036,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46225468,20030413,200304,2003,2003.2822,NGOUSAJEW,ANTI DEFAMATION LEAGUE,USA,,,JEW,,NGO,,,IRQ,IRAQ,IRQ,,,,,,,,1,112,112,11,3,-2.0,2,1,2,2.18978102189781,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46225467,20030413,200304,2003,2003.2822,NGOUSAJEW,ANTI DEFAMATION LEAGUE,USA,,,JEW,,NGO,,,IRQ,IRAQ,IRQ,,,,,,,,1,020,020,02,1,3.0,2,1,2,2.18978102189781,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227900,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,071,071,07,2,7.4,10,1,10,8.65006553079948,3,"World Bank, District of Columbia, United States",US,USDC,38.899,-77.0422,2002658,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
46227909,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,073,073,07,2,7.4,2,1,2,7.89022298456261,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228513,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,046,046,04,1,7.0,2,1,2,6.5636823720564,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228317,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,1,036,036,03,1,4.0,10,3,10,6.34371290681743,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228525,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,073,073,07,2,7.4,1,1,1,7.89022298456261,2,"West Virginia, United States",US,USWV,38.468,-80.9696,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46227879,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,043,043,04,1,2.8,1,1,1,6.58682634730539,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228009,20030413,200304,2003,2003.2822,USA,WEST VIRGINIA,USA,,,,,,,,IRQHLH,IRAQI,IRQ,,,,,HLH,,,1,073,073,07,2,7.4,2,1,2,7.89022298456261,2,"West Virginia, United States",US,USWV,38.468,-80.9696,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228337,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQOPP,IRAQI,IRQ,,,,,OPP,,,1,036,036,03,1,4.0,11,3,11,6.34491793484848,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228524,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,073,073,07,2,7.4,2,1,2,7.89022298456261,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228328,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,1,120,120,12,3,-4.0,6,1,6,6.37450199203187,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46227907,20030413,200304,2003,2003.2822,USA,THE US,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,0,073,073,07,2,7.4,2,1,2,6.58682634730539,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228339,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQOPP,IRAQ,IRQ,,,,,OPP,,,0,040,040,04,1,1.0,2,2,2,6.91950806392224,1,United States,US,US,38.0,-97.0,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228523,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,073,073,07,2,7.4,5,1,5,7.46031746031746,3,"Walter Reed Army Medical Center, District of Columbia, United States",US,USDC,38.9743,-77.0277,531668,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228512,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,046,046,04,1,7.0,6,1,6,6.61702704184363,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228522,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,073,073,07,2,7.4,2,2,2,7.67527022244004,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228341,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQOPP,IRAQI,IRQ,,,,,OPP,,,0,043,043,04,1,2.8,2,1,2,7.27809207959423,1,United States,US,US,38.0,-97.0,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46227919,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,0841,084,08,2,7.0,7,1,7,6.19785458879619,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228515,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,046,046,04,1,7.0,1,1,1,6.72371638141809,2,"Texas, United States",US,USTX,31.106,-97.6475,0,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228507,20030413,200304,2003,2003.2822,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,043,043,04,1,2.8,6,1,6,6.61702704184363,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46227959,20030413,200304,2003,2003.2822,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,0,180,180,18,4,-9.0,4,2,4,7.67527022244003,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,20130203,unspecified
46228338,20030413,200304,2003,2003.2822,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQOPP,IRAQ,IRQ,,,,,OPP,,,1,036,036,03,1,4.0,2,2,2,6.33382391340471,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nasiriyah, Dhi Qar, Iraq",IZ,IZ09,31.058,46.2573,-3102880,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
