GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
49947922,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,180,180,18,4,-9.0,3,2,3,3.8005698005698,1,Iran,IR,IR,32.0,53.0,0,1,Iran,IR,IR,32.0,53.0,0,1,Iran,IR,IR,32.0,53.0,0,20130203,unspecified
49948456,20031218,200312,2003,2003.9534,USAGOVSPY,NEGROPONTE,USA,,,,,GOV,SPY,,IRQ,IRAQI,IRQ,,,,,,,,1,014,014,01,1,0.0,9,1,9,4.47761194029851,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948304,20031218,200312,2003,2003.9534,USAELI,UNITED STATES,USA,,,,,ELI,,,IRQ,IRAQI,IRQ,,,,,,,,1,040,040,04,1,1.0,9,1,9,6.13496932515337,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948391,20031218,200312,2003,2003.9534,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,1,172,172,17,4,-5.0,7,1,7,2.38095238095238,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947895,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,072,072,07,2,8.3,12,2,12,3.44509948415623,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947888,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,070,070,07,2,7.0,1,1,1,12.6760563380282,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947953,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQGOV,IRAQI,IRQ,,,,,GOV,,,1,0841,084,08,2,7.0,3,1,3,6.13668061366806,2,"New York, United States",US,USNY,42.1497,-74.9384,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948383,20031218,200312,2003,2003.9534,USAGOV,THE US,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,090,090,09,2,-2.0,4,1,4,3.94953373560066,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947901,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,090,090,09,2,-2.0,7,1,7,2.38095238095238,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947894,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,072,072,07,2,8.3,6,2,6,3.44509948415623,1,India,IN,IN,20.0,77.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947898,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,0874,087,08,2,10.0,7,1,7,5.36193029490617,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948377,20031218,200312,2003,2003.9534,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,020,020,02,1,3.0,4,1,4,5.7649667405765,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947886,20031218,200312,2003,2003.9534,USA,NEW YORK,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,060,060,06,2,6.0,24,2,24,11.4768699515464,2,"New York, United States",US,USNY,42.1497,-74.9384,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948382,20031218,200312,2003,2003.9534,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,1,0841,084,08,2,7.0,6,1,6,6.95517774343122,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947884,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,060,060,06,2,6.0,1,1,1,12.4087591240876,4,"Kyodo, Tokyo, Japan",JA,JA40,35.6667,139.75,-228841,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948385,20031218,200312,2003,2003.9534,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,110,110,11,3,-2.0,7,1,7,3.85288966725044,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947887,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,070,070,07,2,7.0,1,1,1,12.4087591240876,4,"Kyodo, Tokyo, Japan",JA,JA40,35.6667,139.75,-228841,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948389,20031218,200312,2003,2003.9534,USAGOV,JOHN NEGROPONTE,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,1,161,161,16,4,-4.0,9,1,9,4.47761194029851,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947889,20031218,200312,2003,2003.9534,USA,NEW YORK,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,070,070,07,2,7.0,16,2,16,12.5424077310579,2,"New York, United States",US,USNY,42.1497,-74.9384,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947872,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,0332,033,03,1,5.2,12,2,12,3.44509948415623,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947885,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,060,060,06,2,6.0,2,1,2,11.0109253652758,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947896,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,0841,084,08,2,7.0,3,1,3,6.13668061366806,2,"New York, United States",US,USNY,42.1497,-74.9384,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948518,20031218,200312,2003,2003.9534,USAMED,UNITED STATES,USA,,,,,MED,,,IRQ,IRAQ,IRQ,,,,,,,,1,040,040,04,1,1.0,2,1,2,6.33245382585752,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947878,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,042,042,04,1,1.9,4,1,4,2.38095238095238,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947948,20031218,200312,2003,2003.9534,USA,THE US,USA,,,,,,,,IRQELI,IRAQI,IRQ,,,,,ELI,,,0,141,141,14,3,-6.5,5,1,5,7.11538461538461,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948309,20031218,200312,2003,2003.9534,USAELI,UNITED STATES,USA,,,,,ELI,,,IRQ,IRAQI,IRQ,,,,,,,,1,071,071,07,2,7.4,9,1,9,6.13496932515337,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948381,20031218,200312,2003,2003.9534,USAGOV,THE US,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,1,051,051,05,1,3.4,18,2,18,7.00374931144162,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49944025,20031218,200312,2003,2003.9534,MNCUSA,HALLIBURTON,USA,,,,,MNC,,,IRQ,IRAQ,IRQ,,,,,,,,1,031,031,03,1,5.2,5,1,5,4.68384074941452,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948392,20031218,200312,2003,2003.9534,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQELI,SADDAM HUSSEIN,IRQ,,,,,ELI,,,1,173,173,17,4,-5.0,5,1,5,8.57787810383747,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49948519,20031218,200312,2003,2003.9534,USAMED,UNITED STATES,USA,,,,,MED,,,IRQ,IRAQ,IRQ,,,,,,,,1,071,071,07,2,7.4,2,1,2,6.33245382585752,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947903,20031218,200312,2003,2003.9534,USA,THE US,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,0,1122,112,11,3,-2.0,2,1,2,3.94953373560066,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947879,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,042,042,04,1,1.9,5,1,5,2.38095238095238,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,20130203,unspecified
49947899,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,0874,087,08,2,10.0,2,1,2,5.36193029490617,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49948378,20031218,200312,2003,2003.9534,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQI,IRQ,,,,,,,,1,020,020,02,1,3.0,6,1,6,6.95517774343122,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947917,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,173,173,17,4,-5.0,9,1,9,3.7542662116041,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947871,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,0332,033,03,1,5.2,6,2,6,3.44509948415623,1,India,IN,IN,20.0,77.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947945,20031218,200312,2003,2003.9534,USA,ARIZONA,USA,,,,,,,,IRQELI,SADDAM HUSSEIN,IRQ,,,,,ELI,,,0,014,014,01,1,0.0,5,1,5,7.59493670886076,2,"Arizona, United States",US,USAZ,33.7712,-111.388,0,1,Iraq,IZ,IZ,33.0,44.0,0,2,"Arizona, United States",US,USAZ,33.7712,-111.388,0,20130203,unspecified
49947866,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,020,020,02,1,3.0,1,1,1,6.90690690690691,1,United States,US,US,38.0,-97.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,4,"Budapest, Budapest, Hungary",HU,HU05,47.5,19.0833,-850558,20130203,unspecified
49947863,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,010,010,01,1,0.0,7,1,7,3.64321608040201,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,Iraq,IZ,IZ,33.0,44.0,0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
49947881,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,043,043,04,1,2.8,4,2,4,3.51480836236934,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,Iraq,IZ,IZ,33.0,44.0,0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
49947882,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,050,050,05,1,3.5,9,1,9,6.31970260223048,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,Iraq,IZ,IZ,33.0,44.0,0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
49947900,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,090,090,09,2,-2.0,2,1,2,2.38095238095238,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,Iraq,IZ,IZ,33.0,44.0,0,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,20130203,unspecified
49948390,20031218,200312,2003,2003.9534,USAGOV,GEORGE W. BUSH,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,1,172,172,17,4,-5.0,2,1,2,2.38095238095238,1,Iraq,IZ,IZ,33.0,44.0,0,1,Iraq,IZ,IZ,33.0,44.0,0,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531723,20130203,unspecified
49947913,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,BAGHDAD,IRQ,,,,,,,,1,173,173,17,4,-5.0,9,1,9,6.6193853427896,1,North Korea,KN,KN,40.0,127.0,0,1,North Korea,KN,KN,40.0,127.0,0,1,North Korea,KN,KN,40.0,127.0,0,20130203,unspecified
49947940,20031218,200312,2003,2003.9534,USA,THE US,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,193,193,19,4,-10.0,9,1,9,1.35135135135135,1,South Korea,KS,KS,37.0,127.5,0,1,South Korea,KS,KS,37.0,127.5,0,1,South Korea,KS,KS,37.0,127.5,0,20130203,unspecified
49947949,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQELI,SADDAM HUSSEIN,IRQ,,,,,ELI,,,1,172,172,17,4,-5.0,1,1,1,3.1813361611877,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,1,Kuwait,KU,KU,29.3375,47.6581,0,1,Kuwait,KU,KU,29.3375,47.6581,0,20130203,unspecified
49947950,20031218,200312,2003,2003.9534,USA,WASHINGTON,USA,,,,,,,,IRQELI,SADDAM HUSSEIN,IRQ,,,,,ELI,,,1,172,172,17,4,-5.0,1,1,1,3.1813361611877,1,Kuwait,KU,KU,29.3375,47.6581,0,1,Kuwait,KU,KU,29.3375,47.6581,0,1,Kuwait,KU,KU,29.3375,47.6581,0,20130203,unspecified
49947946,20031218,200312,2003,2003.9534,USA,ARIZONA,USA,,,,,,,,IRQELI,SADDAM HUSSEIN,IRQ,,,,,ELI,,,0,014,014,01,1,0.0,1,1,1,7.59493670886076,2,"Arizona, United States",US,USAZ,33.7712,-111.388,0,1,Taiwan,TW,TW,23.5,121.0,0,1,Taiwan,TW,TW,23.5,121.0,0,20130203,unspecified
49947939,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,MOSUL,IRQ,,,,,,,,0,190,190,19,4,-10.0,7,1,7,5.36499560246262,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947942,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,193,193,19,4,-10.0,9,1,9,3.92670157068063,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947944,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQCVL,IRAQ,IRQ,,,,,CVL,,,0,190,190,19,4,-10.0,2,1,2,4.98652291105121,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49948388,20031218,200312,2003,2003.9534,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,138,138,13,3,-7.0,2,1,2,4.98652291105121,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947954,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQGOV,IRAQ,IRQ,,,,,GOV,,,1,173,173,17,4,-5.0,1,1,1,6.52557319223986,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,0,"Kozhikode, Kerala, India",IN,IN13,11.25,75.7667,-2101691,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
49947908,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,173,173,17,4,-5.0,1,1,1,6.52557319223986,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,0,"Kozhikode, Kerala, India",IN,IN13,11.25,75.7667,-2101691,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
49948557,20031218,200312,2003,2003.9534,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,072,072,07,2,8.3,2,1,2,6.49122807017544,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Ramadi, Al Anbar, Iraq",IZ,IZ01,33.4206,43.3078,-3103024,2,"New York, United States",US,USNY,42.1497,-74.9384,0,20130203,unspecified
49948565,20031218,200312,2003,2003.9534,USAMIL,UNITED STATES,USA,,,,,MIL,,,IRQMIL,IRAQ,IRQ,,,,,MIL,,,0,072,072,07,2,8.3,3,1,3,6.49122807017544,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Ramadi, Al Anbar, Iraq",IZ,IZ01,33.4206,43.3078,-3103024,2,"New York, United States",US,USNY,42.1497,-74.9384,0,20130203,unspecified
49947916,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,173,173,17,4,-5.0,2,1,2,4.26356589147287,1,United States,US,US,38.0,-97.0,0,4,"Umm Qasr, Al Basrah, Iraq",IZ,IZ02,30.0362,47.9195,-3112227,4,"Umm Qasr, Al Basrah, Iraq",IZ,IZ02,30.0362,47.9195,-3112227,20130203,unspecified
49948386,20031218,200312,2003,2003.9534,USAGOV,UNITED STATES,USA,,,,,GOV,,,IRQ,IRAQ,IRQ,,,,,,,,0,138,138,13,3,-7.0,5,1,5,4.98652291105121,1,United States,US,US,38.0,-97.0,0,4,"Halabja, As Sulaymaniyah, Iraq",IZ,IZ05,35.182,45.9679,-3105652,1,United States,US,US,38.0,-97.0,0,20130203,unspecified
49947943,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQCVL,IRAQ,IRQ,,,,,CVL,,,0,190,190,19,4,-10.0,2,1,2,4.98652291105121,1,United States,US,US,38.0,-97.0,0,4,"Halabja, As Sulaymaniyah, Iraq",IZ,IZ05,35.182,45.9679,-3105652,4,"Halabja, As Sulaymaniyah, Iraq",IZ,IZ05,35.182,45.9679,-3105652,20130203,unspecified
49947919,20031218,200312,2003,2003.9534,USA,AMERICAN,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,0,180,180,18,4,-9.0,2,1,2,4.75638051044084,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Nurah, As Sulaymaniyah, Iraq",IZ,IZ05,35.4575,44.8786,-3109122,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130203,unspecified
49947934,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,MOSUL,IRQ,,,,,,,,0,190,190,19,4,-10.0,2,1,2,5.36499560246262,1,Switzerland,SZ,SZ,47.0,8.0,0,4,"Babil, Babil, Iraq",IZ,IZ06,32.5399,44.4148,-3103533,1,Switzerland,SZ,SZ,47.0,8.0,0,20130203,unspecified
49948550,20031218,200312,2003,2003.9534,USAMIL,THE US,USA,,,,,MIL,,,IRQ,BAGHDAD,IRQ,,,,,,,,0,010,010,01,1,0.0,4,1,4,2.60586319218241,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
49948555,20031218,200312,2003,2003.9534,USAMIL,THE US,USA,,,,,MIL,,,IRQ,IRAQ,IRQ,,,,,,,,0,040,040,04,1,1.0,1,1,1,2.60586319218241,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Saddam, Dhi Qar, Iraq",IZ,IZ09,31.0914,46.0872,-3110182,20130203,unspecified
49947876,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,042,042,04,1,1.9,1,1,1,7.38636363636364,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49948306,20031218,200312,2003,2003.9534,USAELI,UNITED STATES,USA,,,,,ELI,,,IRQ,IRAQ,IRQ,,,,,,,,0,050,050,05,1,3.5,3,1,3,6.49122807017544,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49948308,20031218,200312,2003,2003.9534,USAELI,UNITED STATES,USA,,,,,ELI,,,IRQ,IRAQ,IRQ,,,,,,,,0,071,071,07,2,7.4,3,1,3,6.49122807017544,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49947914,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,BAGHDAD,IRQ,,,,,,,,0,173,173,17,4,-5.0,5,1,5,6.49122807017544,2,"New York, United States",US,USNY,42.1497,-74.9384,0,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49947937,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,BAGHDAD,IRQ,,,,,,,,0,190,190,19,4,-10.0,7,1,7,4.16283290847751,1,United States,US,US,38.0,-97.0,0,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49947928,20031218,200312,2003,2003.9534,USA,THE US,USA,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,1,190,190,19,4,-10.0,3,1,3,4.07040704070407,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
49947927,20031218,200312,2003,2003.9534,USA,UNITED STATES,USA,,,,,,,,IRQ,IRAQI,IRQ,,,,,,,,1,185,185,18,4,-8.0,2,1,2,4.98652291105121,1,United States,US,US,38.0,-97.0,0,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,33.3386,44.3939,-3103581,20130203,unspecified
